"symbol","haploinsufficiency","triplosensitivity","online_report","date"
"GALK1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALK1&subject=","2018-10-19"
"GALNS","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALNS&subject=","2018-10-19"
"GALNT3","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALNT3&subject=","2018-11-09"
"GALR1","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALR1&subject=","2017-05-31"
"GALT","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALT&subject=","2017-05-31"
"GAMT","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GAMT&subject=","2018-10-17"
"GAN","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GAN&subject=","2017-05-31"
"GATA2","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATA2&subject=","2019-08-22"
"GATA3","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATA3&subject=","2019-08-13"
"GATA4","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATA4&subject=","2019-08-22"
"GATA6","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATA6&subject=","2019-08-22"
"GATAD1","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATAD1&subject=","2017-05-31"
"GATAD2B","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATAD2B&subject=","2019-08-28"
"GBA","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GBA&subject=","2017-06-01"
"GBA2","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GBA2&subject=","2017-05-31"
"GBE1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GBE1&subject=","2018-10-17"
"GCDH","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GCDH&subject=","2017-05-31"
"GCH1","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GCH1&subject=","2019-08-22"
"GCSH","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GCSH&subject=","2017-05-31"
"GDF2","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GDF2&subject=","2017-06-01"
"GDF5","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GDF5&subject=","2019-08-22"
"GDI1","Some Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GDI1&subject=","2018-10-10"
"GFER","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GFER&subject=","2018-10-23"
"GFM1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GFM1&subject=","2018-10-19"
"GIGYF2","Some Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GIGYF2&subject=","2018-11-28"
"GIPC3","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GIPC3&subject=","2018-10-22"
"GJA1","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GJA1&subject=","2018-02-09"
"GJA5","Minimal Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GJA5&subject=","2017-12-05"
"GJA8","Minimal Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GJA8&subject=","2017-06-01"
"GJB2","Dosage Sensitivity Unlikely","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GJB2&subject=","2018-02-01"
"GJB6","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GJB6&subject=","2018-02-01"
"GK","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GK&subject=","2019-08-22"
"GLA","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLA&subject=","2019-08-22"
"GLB1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLB1&subject=","2017-06-01"
"GLDC","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLDC&subject=","2017-06-01"
"GLI2","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLI2&subject=","2019-08-13"
"GLI3","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLI3&subject=","2019-08-14"
"GLIS3","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLIS3&subject=","2018-10-25"
"GLMN","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLMN&subject=","2019-08-22"
"GLRB","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLRB&subject=","2018-10-19"
"GLUL","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLUL&subject=","2017-06-01"
"GMPPA","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GMPPA&subject=","2018-10-19"
"GNAI3","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GNAI3&subject=","2017-05-31"
"GNAS","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GNAS&subject=","2019-08-22"
"GNB1","Minimal Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GNB1&subject=","2019-01-23"
"GNPAT","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GNPAT&subject=","2017-05-31"
"GNRH1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GNRH1&subject=","2018-11-09"
"GNS","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GNS&subject=","2017-06-01"
"GORAB","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GORAB&subject=","2018-10-17"
"GP1BB","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GP1BB&subject=","2017-05-31"
"GP6","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GP6&subject=","2018-10-25"
"GPC3","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GPC3&subject=","2019-08-22"
"GPC5","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GPC5&subject=","2017-05-31"
"GPC6","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GPC6&subject=","2017-06-01"
"GPD1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GPD1&subject=","2018-10-17"
"GPHN","Some Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GPHN&subject=","2017-12-04"
"GPIHBP1","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GPIHBP1&subject=","2017-05-31"
"GPR148","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GPR148&subject=","2018-04-05"
"GPR179","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GPR179&subject=","2018-10-16"
"GPSM2","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GPSM2&subject=","2018-10-22"
"GPX4","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GPX4&subject=","2018-10-17"
"GRB10","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRB10&subject=","2017-05-31"
"GRHPR","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRHPR&subject=","2018-11-12"
"GRIA3","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRIA3&subject=","2018-10-10"
"GRID1","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRID1&subject=","2017-05-31"
"GRIK2","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRIK2&subject=","2017-12-06"
"GRIN2A","Minimal Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRIN2A&subject=","2017-06-13"
"GRIN2B","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRIN2B&subject=","2019-08-22"
"GRIP1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRIP1&subject=","2017-06-01"
"GRM1","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRM1&subject=","2018-10-18"
"GRM6","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRM6&subject=","2018-10-15"
"GRXCR1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GRXCR1&subject=","2018-03-06"
"GTF2H5","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GTF2H5&subject=","2018-10-17"
"GTF2I","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GTF2I&subject=","2017-12-05"
"GTF2IRD1","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GTF2IRD1&subject=","2017-12-05"
"GTF2IRD2","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GTF2IRD2&subject=","2017-12-05"
"GUCY2C","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GUCY2C&subject=","2017-06-01"
"GUSB","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GUSB&subject=","2017-05-31"
"GYS2","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GYS2&subject=","2018-11-12"
"H6PD","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=H6PD&subject=","2018-10-23"
"HBA1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HBA1&subject=","2017-06-01"
"HBA2","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HBA2&subject=","2017-12-06"
"HCCS","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HCCS&subject=","2019-08-22"
"HDAC4","Minimal Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HDAC4&subject=","2017-05-31"
"HDAC8","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HDAC8&subject=","2019-08-28"
"HEXB","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HEXB&subject=","2018-10-22"
"HFE","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HFE&subject=","2019-01-07"
"HFM1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HFM1&subject=","2018-10-16"
"HGF","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HGF&subject=","2018-02-09"
"HGSNAT","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HGSNAT&subject=","2017-05-31"
"HIRA","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HIRA&subject=","2018-08-31"
"HIST1H1E","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HIST1H1E&subject=","2019-08-28"
"HIVEP2","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HIVEP2&subject=","2019-08-28"
"HIVEP3","Minimal Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HIVEP3&subject=","2019-01-23"
"HJV","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HJV&subject=","2017-05-31"
"HLCS","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HLCS&subject=","2018-11-12"
"HMGA2","Some Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HMGA2&subject=","2017-06-01"
"HNF1B","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HNF1B&subject=","2019-08-22"
"HNRNPK","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HNRNPK&subject=","2019-08-22"
"ITCH","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ITCH&subject=","2017-06-01"
"HNRNPU","Some Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HNRNPU&subject=","2018-10-10"
"HOXD13","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=HOXD13&subject=","2019-08-13"
